Total,Comunidad Asiática,Region,condado,porcentaje comunidad asiatica
22907.0,47.0,Georgia,Emanuel,0.2051774566726328
10759.0,104.0,Georgia,Evans,0.9666325866716236
25436.0,121.0,Georgia,Fannin,0.4757037270011008
119259.0,5571.0,Georgia,Fayette,4.671345558825749
98541.0,1309.0,Georgia,Floyd,1.3283810799565663
253225.0,42032.0,Georgia,Forsyth,16.598677065850527
23480.0,353.0,Georgia,Franklin,1.5034071550255537
1061944.0,80637.0,Georgia,Fulton,7.593338255124564
31519.0,116.0,Georgia,Gilmer,0.3680319807100479
2903.0,0.0,Georgia,Glascock,0.0
84566.0,1014.0,Georgia,Glynn,1.1990634533973463
57785.0,682.0,Georgia,Gordon,1.1802370857488969
26075.0,69.0,Georgia,Grady,0.2646212847555129
19020.0,222.0,Georgia,Greene,1.167192429022082
957977.0,122104.0,Georgia,Gwinnett,12.746026261590831
46326.0,1002.0,Georgia,Habersham,2.162932262660277
204953.0,4199.0,Georgia,Hall,2.048762399184203
8588.0,75.0,Georgia,Hancock,0.8733115975780158
30178.0,182.0,Georgia,Haralson,0.6030883425011598
34914.0,233.0,Georgia,Harris,0.6673540700005728
26110.0,342.0,Georgia,Hart,1.3098429720413636
11489.0,59.0,Georgia,Heard,0.5135346853512055
240853.0,8048.0,Georgia,Henry,3.3414572374020666
164117.0,5390.0,Georgia,Houston,3.284242339306714
9487.0,20.0,Georgia,Irwin,0.2108147991989037
77033.0,1364.0,Georgia,Jackson,1.7706697129801514
14882.0,15.0,Georgia,Jasper,0.1007929041795457
14791.0,38.0,Georgia,Jeff Davis,0.2569129876276114
15591.0,68.0,Georgia,Jefferson,0.4361490603553332
8704.0,2.0,Georgia,Jenkins,0.0229779411764705
9225.0,19.0,Georgia,Johnson,0.2059620596205962
28382.0,156.0,Georgia,Jones,0.5496441406525263
18676.0,93.0,Georgia,Lamar,0.4979653030627544
